Year model,Car Spec,Kilometres,Price,Transmission,Body type,Drive type,Fuel type,Fuel consumption per 100km,Colour ext,VIN,Dealer,Address,Seating capacity,Doors,CC,Number of cylinders,Fuel tank capacity,Valve gear type,Peak torque (Nm),Horsepower,Kerb weight,Make,Model,Variant,Lat,Lon
2022,2022 Toyota Yaris Ascent Sport Mxpa10R,9400,28888,Continuous Variable,Hatch,Front Wheel Drive,Unleaded Petrol,4.9,White,JTDKAAA3001005214,City Toyota Perth,"220 Newcastle Street, Northbridge, WA",5,5,1490,3,40,16,145,119,1025,Toyota,Yaris,Ascent Sport,-31.9432313,115.8544195
2009,2009 Honda City VTI-L GM,96749,12888,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,6.6,Grey,MRHGM26609P050400,Volkswagen Osborne Park used,"435 Scarborough Beach Road, Osborne Park, WA",5,4,1497,4,42,16,145,119,1160,Honda,City,VTI-L,-31.90835,115.8103
2012,2012 Hyundai Veloster SR Turbo FS MY13,125701,17990,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,6.4,Black,KMHTC61ELDU088760,Value My Car,"133 Welshpool Road, Welshpool, WA",4,3,1591,4,50,16,265,202,1265,Hyundai,Veloster,SR Turbo,-31.995224,115.932444
2015,2015 Volkswagen Polo 66 TSI Trendline 6R MY15,104252,13987,Automatic,Hatch,Front Wheel Drive,Premium Unleaded Petrol,4.8,Other,WVWZZZ6RZFU100577,Aberdeen Auto Auctions,"527 Newcastle Street, West Perth, WA",5,5,1197,4,45,16,160,89,1082,Volkswagen,Polo,66 TSI Trendline,-31.941255,115.848861
2016,2016 Hyundai I30 Active X GD4 Series 2,177540,15990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.1,Silver,KMHD351EMHU351460,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,5,1797,4,50,16,175,144,1270,Hyundai,I30,Active X,-31.79038,115.81869
2012,2012 Hyundai I45 Active YF MY11,107001,13980,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,7.9,Other,KMHEC41DMCA461784,Canning Vale Toyota,"209 Bannister Road, Canning Vale, WA",5,4,2359,4,70,16,250,199,1529,Hyundai,I45,Active,-32.06485,115.90025
2010,2010 Subaru Liberty 2.5I GT Premium MY10,235000,12999,Automatic,Sedan,All Wheel Drive,Premium Unleaded Petrol,9.7,Other,JF1BM9KV3AG005691,Carz HQ,"1735 Albany Highway, Kenwick, WA",5,4,2457,4,65,16,350,262,1522,Subaru,Liberty,2.5I GT Premium,-32.0401613,115.9709649
2015,2015 Mitsubishi Lancer ES Sport CJ MY15,35677,18990,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,7.2,Silver,JMFSTCY4AFU005727,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",5,4,1998,4,59,16,198,152,1335,Mitsubishi,Lancer,ES Sport,-31.78645,115.81995
2006,2006 Toyota Corolla Ascent ZZE122R MY06 Upgrade,86750,9990,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,7.4,White,JTDBR22E203184858,TM Wholesale,"25 Guildford Road, Mount Lawley, WA",5,4,1794,4,55,16,161,125,1050,Toyota,Corolla,Ascent,-31.91463,115.93485
2021,2021 Nissan 370Z (5YR) Z34 MY18,6212,54999,Manual,Coupe,Rear Wheel Drive,Premium Unleaded Petrol,10.6,Red,JN1GAAZ34A0540321,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",2,2,3696,6,72,24,363,329,1485,Nissan,370Z,(5YR),-31.995227,115.938215
2020,2020 Mitsubishi ASX LS (2WD) XD MY20,57921,25999,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.6,Blue,JMFXTGA2WMU004209,Southside Mitsubishi used,"1261 Albany Highway, Cannington, WA",5,4,1999,4,63,16,197,148,1380,Mitsubishi,ASX,LS (2WD),-32.012637,115.926416
2021,2021 Toyota Camry Ascent Hybrid Axhv70R,2654,44990,Continuous Variable,Sedan,Front Wheel Drive,Other,4.5,White,JTNBA3HK503011860,Value My Car,"133 Welshpool Road, Welshpool, WA",5,4,2487,4,50,16,221,176,1580,Toyota,Camry,Ascent Hybrid,-31.995224,115.932444
2020,2020 Toyota Corolla Ascent Sport + Navigation Mzea12R,36498,27290,Other,Sedan,Front Wheel Drive,Unleaded Petrol,6.0,White,JTDB43CEX0J069939,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,1987,4,50,16,200,168,1365,Toyota,Corolla,Ascent Sport + Navigation,-31.906315,115.932176
2008,2008 Hyundai I30 SLX 1.6 Crdi FD MY09,197523,9985,Automatic,Hatch,Front Wheel Drive,Diesel,6.0,Blue,KMHDB51TR8U095092,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,5,1582,4,53,16,255,114,1399,Hyundai,I30,SLX 1.6 Crdi,-31.976168,115.898473
2013,2013 Mitsubishi Lancer ES CJ MY13,66583,16988,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,7.2,White,JMFSTCY4AEU000750,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,1998,4,59,16,198,152,1335,Mitsubishi,Lancer,ES,-31.80094,115.81669
2015,2015 Audi A4 1.8 Tfsi B8 (8K) MY15,72987,25990,Other,Sedan,Front Wheel Drive,Premium Unleaded Petrol,5.8,Silver,WAUZZZ8K3FA153852,MT Lawley Motors P/L,"391 Guildford Road, Bayswater, WA",5,4,1798,4,63,16,320,168,1470,Audi,A4,1.8 Tfsi,-31.92562,115.90992
2012,2012 Volkswagen Golf 118 TSI 1C,152000,12990,Automatic,Other,Front Wheel Drive,Premium Unleaded Petrol,6.5,Black,WVWZZZ1KZCK026730,Zai Motors,"1042 Albany Highway, Saint James, WA",4,2,1390,4,55,16,240,159,1424,Volkswagen,Golf,118 TSI,-31.996515,115.914741
2019,2019 Toyota C-HR Koba (2WD) NGX10R Update,59035,31888,Continuous Variable,Suv,Front Wheel Drive,Premium Unleaded Petrol,5.5,Other,JTNKY3BX601021258,Osborne Park CJD used,"474 Scarborough Beach Road, Osborne Park, WA",5,4,1197,4,50,16,185,114,1440,Toyota,C-HR,Koba (2WD),-31.90425,115.80696
2013,2013 Hyundai I30 Active GD,92920,15990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.9,Blue,KMHD251EMDU074032,Wangara MG Used,"20 Motor Parade, Wangara, WA",5,5,1797,4,53,16,178,148,1240,Hyundai,I30,Active,-31.794136,115.816569
2007,2007 Dodge Nitro SX KA,216332,9999,Automatic,Suv,Four Wheel Drive,Unleaded Petrol,12.1,Other,1D8G928K97W730407,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,4,3700,6,73,12,314,203,1875,Dodge,Nitro,SX,-31.79038,115.81869
2021,2021 Toyota Landcruiser LC200 GXL (4X4) VDJ200R,64400,112000,Automatic,Suv,Four Wheel Drive,Diesel,9.5,Grey,JTMHV01J904329980,Purely commercials Bibra Lake,"3 Salpietro Street, Bibra Lake, WA",8,4,4461,8,138,32,650,269,2700,Toyota,Landcruiser,LC200 GXL (4X4),-32.11556,115.79544
2019,2019 Kia Carnival Platinum YP PE MY20,73134,43500,Automatic,Wagon,Front Wheel Drive,Unleaded Petrol,10.8,Grey,KNAMC811ML6590258,Osborne Park CJD used,"474 Scarborough Beach Road, Osborne Park, WA",8,4,3342,6,80,24,336,277,2100,Kia,Carnival,Platinum,-31.90425,115.80696
2014,2014 Mazda 3 NEO BM,132555,18990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,5.8,Silver,JM0BM547810109847,Wangara MG Used,"20 Motor Parade, Wangara, WA",5,5,1998,4,51,16,200,153,1305,Mazda,3,NEO,-31.794136,115.816569
2011,2011 Holden Cruze SRI JH,123135,10990,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,6.9,Blue,6G1PE5E81BL545925,Motoroo,"1787 Albany Highway, Kenwick, WA",5,4,1364,4,60,16,200,139,1402,Holden,Cruze,SRI,-32.04529,115.97387
2011,2011 Hyundai Accent Active RB,221791,9990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.4,White,KMHCT51DMCU009838,Uppill Place Car Disposal Centre,"77 Buckingham Drive, Wangara, WA",5,5,1591,4,43,16,156,123,1140,Hyundai,Accent,Active,-31.78773,115.82755
2015,2015 Nissan X-Trail ST-L (4X4) T32,196868,18990,Continuous Variable,Suv,Four Wheel Drive,Unleaded Petrol,8.3,Blue,JN1TBNT32A0007126,Value My Car,"133 Welshpool Road, Welshpool, WA",5,4,2488,4,60,16,226,169,1530,Nissan,X-Trail,ST-L (4X4),-31.995224,115.932444
2010,2010 Holden Commodore SS VE II,93219,26490,Automatic,Ute tray,Rear Wheel Drive,Unleaded Petrol,12.9,White,6G1EK4EY2AL469124,Paceway Mitsubishi used,"384 Scarborough Beach Road, Osborne Park, WA",2,2,5967,8,73,16,530,363,1704,Holden,Commodore,SS,-31.91151,115.81708
2009,2009 Mazda 3 NEO BL,137123,11985,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,8.2,Blue,JM0BL10F100134181,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,4,1999,4,55,16,182,145,1290,Mazda,3,NEO,-31.976168,115.898473
2011,2011 Audi A4 2.0 TDI B8 (8K) MY11,133169,14985,Other,Sedan,Front Wheel Drive,Diesel,5.8,Other,WAUZZZ8K1BA175715,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,4,1968,4,65,16,320,141,1555,Audi,A4,2.0 TDI,-31.976168,115.898473
2015,2015 Volkswagen Polo 81 TSI Comfortline 6R MY16,84838,16992,Manual,Hatch,Front Wheel Drive,Premium Unleaded Petrol,4.9,Grey,WVWZZZ6RZFU066613,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,5,1197,4,45,16,175,109,1151,Volkswagen,Polo,81 TSI Comfortline,-31.99962,115.9236
2013,2013 Jeep Grand Cherokee Laredo (4X4) WK MY13,80016,24998,Automatic,Suv,All Wheel Drive,Diesel,8.3,Black,1C4RJFEM6DC625171,easyauto123 (Cannington),"1261 Albany Highway, Cannington, WA",5,4,2987,6,93,24,550,238,2191,Jeep,Grand Cherokee,Laredo (4X4),-32.012637,115.926416
2011,2011 Hyundai I30 SX FD MY11,127550,10985,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.9,Blue,KMHDB51DMBU319677,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,5,1591,4,53,16,153,120,1323,Hyundai,I30,SX,-31.976168,115.898473
2008,2008 Toyota Corolla Ascent ZRE152R,167562,9990,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,Silver,JTNKU52E401074823,Galleria Toyota,"70-84 Collier Road, Morley, WA",5,5,1798,4,55,16,175,135,1330,Toyota,Corolla,Ascent,-31.900748,115.903642
2019,2019 Nissan X-Trail ST-L (2WD) T32 Series 2,194478,18500,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.9,White,JN1TBAT32A0060124,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,2488,4,60,16,226,169,1493,Nissan,X-Trail,ST-L (2WD),-31.987188,115.935923
2007,2007 Holden Commodore Omega VE,153721,9990,Automatic,Sedan,Rear Wheel Drive,Unleaded Petrol,11.0,White,6G1EK55749L300487,Perth Cars and Commercials,"707 Albany Highway, East Victoria Park, WA",5,4,3565,6,73,24,330,242,1622,Holden,Commodore,Omega,-31.98209,115.90096
2016,2016 Ford Ranger XL 3.2 (4X4) PX Mkii,205556,27880,Automatic,Ute tray,Four Wheel Drive,Diesel,8.8,White,MNAUMAF50FW524020,Webb Auto Sales,"76 Division Street, Welshpool, WA",2,2,3198,5,80,20,470,198,1795,Ford,Ranger,XL 3.2 (4X4),-31.987188,115.935923
2014,2014 Kia Cerato Koup Touring YD MY14,85106,17888,Manual,Coupe,Front Wheel Drive,Unleaded Petrol,7.5,Red,KNAFZ613LE5181459,Roadbend Motors,"32 Welshpool Rd, Welshpool, WA",5,2,1591,4,52,16,265,202,1288,Kia,Cerato,Koup Touring,-31.99353,115.91866
2022,2022 Subaru Outback AWD Sport MY22,7113,47999,Continuous Variable,Suv,All Wheel Drive,Unleaded Petrol,7.3,Silver,JF2BT9KL3NG031098,Subaru Osborne Park used,"435 Scarborough Beach Road, Osborne Park, WA",5,4,2498,4,63,16,245,186,1629,Subaru,Outback,AWD Sport,-31.90835,115.8103
2007,2007 Subaru Outback 3.0R MY07,159867,10975,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,10.9,Grey,JF2BPEKUA8G065305,Daley Motors WA,"217 Railway Avenue, Kelmscott, WA",5,4,3000,6,64,24,297,242,1540,Subaru,Outback,3.0R,-32.13237,116.0101
2016,2016 Holden Barina CD TM MY16,142500,10999,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,6.6,White,KL3TA69E9GB534184,How I Met My Car,"15 Forrest Street, Subiaco, WA",5,4,1598,4,46,16,155,114,1235,Holden,Barina,CD,-31.94821725,115.82050213950265
2019,2019 Ford Ranger XLS 3.2 (4X4) PX Mkiii MY19.75,91184,48990,Automatic,Ute tray,Four Wheel Drive,Diesel,8.9,Other,MPBUMFF50KX233401,Grand Toyota Wangara used,"1 Lancaster Road, Wangara, WA",5,4,3198,5,80,20,470,198,2209,Ford,Ranger,XLS 3.2 (4X4),-31.796743,115.815802
2012,2012 Mitsubishi Outlander Activ (fwd) ZH MY12,184369,12990,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,9.3,Other,JMFXTCW5WCU004670,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,4,2359,4,63,16,226,168,1507,Mitsubishi,Outlander,Activ (fwd),-31.79241,115.82027
2010,2010 Toyota Yaris YR NCP90R 10 Upgrade,193500,9900,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.5,Blue,JTDKW923X05159906,TM Wholesale,"25 Guildford Road, Mount Lawley, WA",5,5,1299,4,42,16,121,85,1010,Toyota,Yaris,YR,-31.91463,115.93485
2016,2016 Hyundai Veloster SR Turbo FS4 Series 2,76000,24999,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,6.9,White,KMHTC61ELGU292374,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",4,3,1591,4,50,16,265,202,1270,Hyundai,Veloster,SR Turbo,-31.995227,115.938215
2021,2021 Volkswagen Polo 70TSI Trendline AW MY21,33645,22750,Automatic,Hatch,Front Wheel Drive,Premium Unleaded Petrol,5.0,White,WVWZZZAWZMU083019,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,5,999,3,40,12,175,94,1104,Volkswagen,Polo,70TSI Trendline,-31.987188,115.935923
2016,2016 Toyota Hilux SR (4X4) GUN126R,200236,32850,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD501195689,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,2753,4,80,16,450,175,1955,Toyota,Hilux,SR (4X4),-31.987188,115.935923
2013,2013 Jeep Patriot Sport (4X2) MK MY12,158350,9999,Automatic,Suv,Rear Wheel Drive,Premium Unleaded Petrol,8.3,Red,1C4NJPDAXDD235616,The Car Guys,"1143 Albany Highway, Bentley, WA",5,4,1998,4,51,16,190,155,1570,Jeep,Patriot,Sport (4X2),-32.00236,115.91905
2007,2007 Holden Commodore Berlina VE,175771,9990,Automatic,Sedan,Rear Wheel Drive,Unleaded Petrol,11.0,Silver,6G1EL54B78L970746,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",5,4,3565,6,73,24,330,242,1641,Holden,Commodore,Berlina,-31.78645,115.81995
2013,2013 Audi A6 2.8 FSI Quattro 4GL,100107,17990,Automatic,Sedan,All Wheel Drive,Premium Unleaded Petrol,8.0,Silver,WAUZZZ4G0DN141892,Aberdeen Auto Auctions,"527 Newcastle Street, West Perth, WA",5,4,2773,6,75,24,280,202,1680,Audi,A6,2.8 FSI Quattro,-31.941255,115.848861
2009,2009 Kia Sportage LX (fwd) KM,194864,8880,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,8.2,Silver,KNAKH812MA7697859,Kings Auto Motors Pty Ltd,"1726 Albany Highway, Kenwick, WA",5,4,1975,4,58,16,184,140,1590,Kia,Sportage,LX (fwd),-32.03925,115.97075
2015,2015 Skoda Fabia 66 TSI NJ,93437,12998,Manual,Hatch,Front Wheel Drive,Premium Unleaded Petrol,4.8,Red,TMBFM6NJ8GZ072864,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,5,1197,4,45,16,160,89,1042,Skoda,Fabia,66 TSI,-32.0166894,115.9322155
2004,2004 Honda Accord Euro Luxury,221497,7990,Automatic,Sedan,Front Wheel Drive,Premium Unleaded Petrol,9.4,Red,JHMCL96804C215005,Uppill Place Car Disposal Centre,"77 Buckingham Drive, Wangara, WA",5,4,2354,4,65,16,223,188,1430,Honda,Accord Euro,Luxury,-31.78773,115.82755
2019,2019 Nissan Navara N-Trek Warrior (4X4) D23 Series 4 MY19,39055,55777,Automatic,Ute tray,Four Wheel Drive,Diesel,7.0,Grey,MNTCB4D23A0061817,Total Nissan used,"1251 Albany Highway, Cannington, WA",5,4,2298,4,80,16,450,188,2186,Nissan,Navara,N-Trek Warrior (4X4),-32.011251,115.925422
2017,2017 Mazda BT-50 XT (4X2) MY16,159251,19990,Manual,Ute tray,Rear Wheel Drive,Diesel,7.6,White,MM0UR0YE100785044,Osborne Park Mazda used,"430 Scarborough Beach Road, Osborne Park, WA",3,2,2198,4,80,16,375,148,1619,Mazda,BT-50,XT (4X2),-31.90779,115.81192
2019,2019 Hyundai I30 Active PD2 MY19,76510,21998,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,Silver,KMHH351EMKU099535,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,1999,4,50,16,203,161,1276,Hyundai,I30,Active,-32.0166894,115.9322155
2023,2023 Isuzu MU-X LS-T (4X4) RJ5 MY23,24,79995,Automatic,Suv,Four Wheel Drive,Diesel,8.3,White,MPAUCS40GPT007755,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,2999,4,80,16,450,188,2175,Isuzu,MU-X,LS-T (4X4),-31.99962,115.9236
2016,2016 Holden Commodore SV6 Reserve Edition VF II,132906,25921,Automatic,Sedan,Rear Wheel Drive,Unleaded Petrol,9.5,White,6G1FB5E30GL217671,Next Ride,"464 Canning Highway, Como, WA",5,4,3565,6,73,24,350,282,1684,Holden,Commodore,SV6 Reserve Edition,-32.00604,115.8597
2016,2016 Nissan Qashqai TI (4X2) J11,128261,19990,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,6.9,Silver,SJNFBAJ11A1619987,Motoroo,"1787 Albany Highway, Kenwick, WA",5,4,1997,4,65,16,200,143,1457,Nissan,Qashqai,TI (4X2),-32.04529,115.97387
2013,2013 Suzuki Kizashi Touring FR MY13,111004,12998,Manual,Sedan,Front Wheel Drive,Unleaded Petrol,7.9,Red,JSAFRE91S00123799,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,2393,4,63,16,230,176,1450,Suzuki,Kizashi,Touring,-32.0166894,115.9322155
2007,2007 Peugeot 207 XT,93900,9990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.0,Red,VF3WC5FWF33714324,Perth Cars and Commercials,"707 Albany Highway, East Victoria Park, WA",5,5,1598,4,50,16,160,119,1275,Peugeot,207,XT,-31.98209,115.90096
2016,2016 Holden Commodore SV6 VF II,185775,21998,Automatic,Wagon,Rear Wheel Drive,Unleaded Petrol,9.8,White,6G1FB8E30GL234908,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,3565,6,73,24,350,282,1684,Holden,Commodore,SV6,-32.0166894,115.9322155
2014,2014 Holden Cruze CD JH MY14,81805,12998,Automatic,Wagon,Front Wheel Drive,Unleaded Petrol,7.4,White,KL3JA35MJGK306254,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,1796,4,60,16,176,140,1432,Holden,Cruze,CD,-32.0166894,115.9322155
2007,2007 Mitsubishi Outlander XLS ZG,170455,10999,Automatic,Suv,Four Wheel Drive,Unleaded Petrol,9.5,Black,JMFXTCW5W7Z002578,The Car Guys,"1143 Albany Highway, Bentley, WA",5,4,2359,4,60,16,226,168,1560,Mitsubishi,Outlander,XLS,-32.00236,115.91905
2014,2014 Nissan X-Trail TI (4X4) T32,169446,19990,Continuous Variable,Suv,Four Wheel Drive,Unleaded Petrol,8.3,White,JN1TBNT32A0003906,Osborne Park Nissan used,"300 Scarborough Beach Road, Osborne Park, WA",5,4,2488,4,60,16,226,169,1530,Nissan,X-Trail,TI (4X4),-31.913327,115.824971
2018,2018 Mazda CX-3 S Touring (fwd) DK MY17.5,58000,26750,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,6.1,White,MM0DK2W7A0W223051,Osborne Park Nissan used,"300 Scarborough Beach Road, Osborne Park, WA",5,4,1998,4,48,16,192,147,1226,Mazda,CX-3,S Touring (fwd),-31.913327,115.824971
2014,2014 Ford Territory Titanium (4X4) SZ,155635,20998,Automatic,Suv,All Wheel Drive,Diesel,9.0,Black,6FPAAAJGATEL55290,Gardner Commercials,"1308 Albany Highway, Cannington, WA",7,4,2720,6,75,24,440,188,2132,Ford,Territory,Titanium (4X4),-32.015497,115.931154
2009,2009 Holden Commodore SV6 VE MY09.5,164211,11990,Automatic,Wagon,Rear Wheel Drive,Unleaded Petrol,11.0,Blue,6G1EK85789L218408,BUCKINGHAM DRIVE AUTOS,"24 Buckingham Drive, Wangara, WA",5,4,3565,6,73,24,340,262,1684,Holden,Commodore,SV6,-31.78741,115.81759
2014,2014 Volkswagen Tiguan 132 TSI Pacific 5NC MY14.5,138504,17998,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,8.8,Grey,WVGZZZ5NZFW020340,Gardner Commercials,"1308 Albany Highway, Cannington, WA",5,4,1984,4,64,16,280,178,1626,Volkswagen,Tiguan,132 TSI Pacific,-32.015497,115.931154
2005,2005 Ford Territory TS (rwd) SY,169319,8450,Automatic,Suv,Rear Wheel Drive,Unleaded Petrol,12.8,Silver,6FPAAAJGAT5E49456,Kings Auto Motors Pty Ltd,"1726 Albany Highway, Kenwick, WA",5,4,3984,6,75,24,383,255,2005,Ford,Territory,TS (rwd),-32.03925,115.97075
2011,2011 Mitsubishi Colt VR-X RG MY11,186680,8985,Continuous Variable,Hatch,Front Wheel Drive,Unleaded Petrol,5.6,Blue,JMFXTZ23ABZ000914,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,5,1499,4,45,16,141,104,1074,Mitsubishi,Colt,VR-X,-31.976168,115.898473
2023,2023 Nissan X-Trail TI-L (4WD) T33 MY23,4950,54990,Continuous Variable,Suv,Four Wheel Drive,Unleaded Petrol,7.8,White,JN1T33TE4A0001329,Total Nissan used,"1251 Albany Highway, Cannington, WA",5,4,2488,4,55,16,244,182,1672,Nissan,X-Trail,TI-L (4WD),-32.011251,115.925422
2013,2013 Hyundai IX35 Active (fwd) LM MY13,137337,15980,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,8.5,Grey,KMHJT81BMDU716443,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",5,4,1998,4,55,16,197,164,1485,Hyundai,IX35,Active (fwd),-31.91454,115.824791
2015,2015 Hyundai Sonata Active LF,170680,14990,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,8.3,Grey,KMHE241FMFA081456,Perth Cars and Commercials,"707 Albany Highway, East Victoria Park, WA",5,4,2359,4,70,16,241,186,1587,Hyundai,Sonata,Active,-31.98209,115.90096
2021,2021 Mitsubishi ASX ES Plus (2WD) XD MY21,6919,30990,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.6,White,JMFXTGA2WMU015995,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,4,1999,4,63,16,197,148,1389,Mitsubishi,ASX,ES Plus (2WD),-31.79241,115.82027
2016,2016 Mazda 3 NEO BM MY15,40097,22990,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,5.7,White,JM0BN527810134159,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,4,1998,4,51,16,200,153,1301,Mazda,3,NEO,-31.79038,115.81869
2015,2015 Ford Fiesta ST WZ,92201,17988,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,6.2,Other,WF0CXXGAKCFK48517,Regent,"4 Hocking Road, KINGSLEY, WA",5,3,1596,4,48,16,240,180,1172,Ford,Fiesta,ST,-31.80094,115.81669
2015,2015 Mitsubishi Triton GLX (4X4) MQ MY16,244194,20990,Automatic,Ute tray,Four Wheel Drive,Diesel,7.6,White,MMAJYKL10GH003441,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,4,2440,4,75,16,430,179,1930,Mitsubishi,Triton,GLX (4X4),-31.79241,115.82027
2020,2020 Hyundai Kona Active (fwd) Os.v4 MY21,47200,26999,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,6.2,Silver,KMHK281AMLU672441,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,1999,4,50,16,180,148,1280,Hyundai,Kona,Active (fwd),-31.995227,115.938215
2014,2014 Nissan Juke ST (fwd) F15,65984,16998,Continuous Variable,Suv,Front Wheel Drive,Premium Unleaded Petrol,6.3,Silver,SJNFBAF15A6453890,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,1598,4,46,16,158,116,1166,Nissan,Juke,ST (fwd),-32.0166894,115.9322155
2010,2010 Subaru Forester XS MY10,195520,12990,Automatic,Suv,All Wheel Drive,Unleaded Petrol,9.6,Grey,JF2SH9KL5AG052680,Platinum Automotive Sales,"198 Collier Rd, Bayswater, WA",5,4,2457,4,60,16,229,169,1480,Subaru,Forester,XS,-31.904689,115.917071
2017,2017 Volkswagen Polo 66 TSI Trendline 6R MY17,79037,19990,Automatic,Hatch,Front Wheel Drive,Premium Unleaded Petrol,4.8,Silver,WVWZZZ6RZHU056692,Southside Volkswagen used,"1261 Albany Highway, Cannington, WA",5,5,1197,4,45,16,160,89,1082,Volkswagen,Polo,66 TSI Trendline,-32.012637,115.926416
2006,2006 Mitsubishi Grandis VR-X BA MY07,196129,10975,Automatic,Wagon,Front Wheel Drive,Unleaded Petrol,10.4,Grey,JMFLRNA4W7Z000542,Daley Motors WA,"217 Railway Avenue, Kelmscott, WA",7,4,2378,4,65,16,217,163,1660,Mitsubishi,Grandis,VR-X,-32.13237,116.0101
2016,2016 Mazda 2 Maxx DJ MY16,28200,19990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,4.9,Grey,MM0DJ2HAA0W226363,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,5,1496,4,44,16,141,109,1049,Mazda,2,Maxx,-31.79241,115.82027
2013,2013 Holden Commodore SV6 Z-Series VE II MY12.5,156459,16990,Manual,Sedan,Rear Wheel Drive,Unleaded Petrol,9.7,Blue,6G1EK5E33CL717121,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",5,4,3565,6,73,24,350,282,1662,Holden,Commodore,SV6 Z-Series,-31.78645,115.81995
2019,2019 Toyota HiAce Commuter GL (12 Seats) GDH322R,90446,69990,Automatic,Other,Rear Wheel Drive,Diesel,9.5,White,JTFKB8CP906003736,Grand Toyota Wangara used,"1 Lancaster Road, Wangara, WA",12,3,2755,4,70,16,420,161,2665,Toyota,HiAce,Commuter GL (12 Seats),-31.796743,115.815802
